Sample time,AE_POWER(kW),DG_1_POWER(GByte),DG_2_POWER(GByte),DG_3_POWER(GByte),GE162(kW),GE163(A),GE164,GE262(kW),GE263(A),GE264,GE362(kW),GE363(A),GE364,HEADING(degree),LAT-DEG(degree),LAT-MIN(min),LAT-NS,LONG-DEG(degree),LONG-EW,LONG-MIN(min),SHIP SPEED(knots),Unnamed: 22,LATITUDE(DD),LONGITUDE(DD)
2026-01-23 00:05:00,1063.70202,285,334.0,86.0,530.69684,786.66441,0.86837,531.03881,815.40493,0.83741,0.0,0.0,0.0,283.91589,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:10:00,1066.96198,285,334.0,86.0,532.25894,785.34427,0.87185,535.95759,822.91995,0.83787,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:15:00,1078.35213,285,334.0,86.0,536.47449,798.922,0.86419,543.29324,822.23765,0.85347,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:20:00,1064.49662,285,334.0,86.0,532.20012,800.28096,0.85855,531.27447,802.14035,0.85271,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:25:00,1065.96666,285,334.0,86.0,535.37408,793.71678,0.86522,527.63153,804.11829,0.84481,0.0,0.0,0.0,284.00638,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:30:00,1062.10817,285,334.0,86.0,531.78828,790.54928,0.86637,531.76296,811.8103,0.84045,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:35:00,1066.94962,285,334.0,86.0,537.96084,796.79877,0.86882,541.74103,822.96477,0.84601,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:40:00,1082.11978,285,334.0,86.0,536.7999,795.77673,0.86782,543.92093,823.86448,0.84939,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:45:00,1076.40212,285,334.0,86.0,533.84374,800.57883,0.85833,540.42651,814.45703,0.85337,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:50:00,1035.03623,285,334.0,86.0,513.45513,774.54923,0.85196,516.75858,783.3197,0.85005,0.0,0.0,0.0,284.03813,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 00:55:00,957.15085,285,334.0,86.0,479.0136,727.53333,0.8478,484.1277,741.65395,0.83799,0.0,0.0,0.0,283.99328,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:00:00,1051.92194,285,334.04568,86.0,526.24896,787.27825,0.86191,527.16885,802.33341,0.84308,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:05:00,1092.08699,285,335.0,86.0,549.81457,815.81284,0.86664,539.3751,820.45076,0.84488,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:10:00,1090.32564,285,335.0,86.0,544.65568,811.99959,0.86324,549.63419,833.91645,0.84458,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:15:00,1078.66249,285,335.0,86.0,536.18958,801.24353,0.86188,541.36558,821.34456,0.84695,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:20:00,1069.40072,285,335.0,86.0,537.13085,798.92934,0.86572,533.79266,807.3367,0.85009,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:25:00,1078.07865,285,335.0,86.0,530.90084,792.34288,0.86242,543.54022,820.92126,0.85097,0.0,0.0,0.0,283.7967,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:30:00,1068.7344,285,335.0,86.0,533.17351,794.70046,0.86413,531.59846,809.06832,0.84318,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:35:00,1066.07622,285,335.0,86.0,525.23615,787.20406,0.85974,532.60789,806.68707,0.85093,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:40:00,1058.75705,285,335.0,86.0,528.97351,791.49305,0.85734,530.18515,801.37511,0.84916,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:45:00,1071.67823,285,335.0,86.0,536.02893,798.56449,0.86085,539.98593,815.55269,0.84845,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:50:00,1093.45963,285,335.0,86.0,539.77575,803.44841,0.86437,546.60037,824.55825,0.85239,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 01:55:00,1089.53439,286,335.0,86.0,544.81747,812.43667,0.864,537.00898,815.37622,0.84925,0.0,0.0,0.0,283.6,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:00:00,1084.90927,286,335.0,86.0,538.36601,809.23178,0.8573,549.18488,825.62913,0.85771,0.0,0.0,0.0,283.6,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:05:00,1105.18703,286,335.0,86.0,555.22658,825.21622,0.86572,550.93291,827.20888,0.85563,0.0,0.0,0.0,283.6825,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:10:00,1090.03647,286,335.0,86.0,546.17644,815.83481,0.86099,542.3651,817.53643,0.85303,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:15:00,1085.96639,286,335.0,86.0,543.59668,816.61875,0.85617,544.13245,821.25731,0.85438,0.0,0.0,0.0,283.8549,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:20:00,1089.5863,286,335.0,86.0,540.05276,810.17975,0.85808,550.89451,827.02443,0.85758,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:25:00,1090.33132,286,335.0,86.0,543.42717,812.04083,0.8591,548.90254,825.1105,0.85657,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:30:00,1087.98924,286,335.0,86.0,545.86115,813.39209,0.86502,539.7741,813.40054,0.85368,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:35:00,980.2682,286,335.0,86.0,481.71261,736.06334,0.84508,494.78381,752.65573,0.84561,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:40:00,990.65921,286,335.0,86.0,499.11258,757.01419,0.85052,493.51293,754.32121,0.8414,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:45:00,894.45095,286,335.0,86.0,449.12293,692.0142,0.83378,444.1201,690.46174,0.82757,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:50:00,911.98324,286,335.0,86.0,459.47553,703.68376,0.84354,455.49151,702.8033,0.83251,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 02:55:00,1054.64635,286,335.68992,86.0,527.62275,795.51049,0.85234,530.75197,801.03383,0.8533,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:00:00,1049.39622,286,336.0,86.0,523.85024,793.19815,0.84854,526.0847,797.12218,0.84937,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:05:00,1071.16974,286,336.0,86.0,534.94769,802.92352,0.85731,538.72242,813.281,0.85611,0.0,0.0,0.0,283.89424,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:10:00,1070.81024,286,336.0,86.0,536.60915,804.12506,0.85807,536.56049,811.41194,0.85183,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:15:00,1088.86012,286,336.0,86.0,543.23436,813.26692,0.85824,541.27717,815.71716,0.85549,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:20:00,1096.45995,286,336.0,86.0,547.97715,817.83706,0.86091,550.01274,826.72283,0.85697,0.0,0.0,0.0,283.77046,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:25:00,1088.78598,286,336.0,86.0,543.77198,811.16021,0.86498,542.19495,819.80061,0.85013,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:30:00,1090.39521,286,336.0,86.0,544.97957,813.73377,0.86388,545.64467,820.58311,0.85163,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:35:00,985.52098,286,336.0,86.0,491.98698,744.88908,0.84847,495.46404,753.48856,0.84402,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:40:00,1008.17509,286,336.0,86.0,501.28152,756.50541,0.85361,505.3283,764.53352,0.8517,0.0,0.0,0.0,283.7,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:45:00,979.39711,286.01176,336.0,86.0,491.78223,746.20694,0.84424,489.11767,745.61419,0.84208,0.0,0.0,0.0,283.71247,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:50:00,982.96816,287,336.0,86.0,484.84818,736.25427,0.84822,492.40452,749.15061,0.84455,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 03:55:00,984.77753,287,336.0,86.0,494.4073,745.44343,0.85171,491.28179,747.92828,0.84285,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:00:00,993.09363,287,336.0,86.0,499.00767,752.50078,0.85413,497.48438,755.73288,0.84492,0.0,0.0,0.0,283.84829,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:05:00,996.06065,287,336.0,86.0,496.60335,750.86642,0.85077,498.598,758.05896,0.84444,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:10:00,984.93877,287,336.0,86.0,495.54732,746.78618,0.85035,489.52518,746.7502,0.84288,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:15:00,985.52172,287,336.0,86.0,490.8136,743.94048,0.84838,493.51096,750.13976,0.84393,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:20:00,974.85806,287,336.0,86.0,489.36894,742.5836,0.84425,484.29765,738.79741,0.84383,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:25:00,986.19113,287,336.0,86.0,493.03853,748.33986,0.8485,497.27478,755.74155,0.84773,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:30:00,981.7117,287,336.0,86.0,494.80744,748.99738,0.848,492.65805,747.81667,0.8458,0.0,0.0,0.0,283.99297,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:35:00,985.58692,287,336.0,86.0,491.51062,746.53724,0.84584,490.06081,745.6926,0.84263,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:40:00,972.45415,287,336.0,86.0,489.46997,742.12564,0.84884,485.98244,741.52066,0.84166,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:45:00,987.93265,287,336.0,86.0,493.26452,747.57114,0.84954,494.11131,751.17488,0.84438,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:50:00,994.2107,287,336.0,86.0,498.92916,754.51073,0.85224,493.65586,748.98495,0.84515,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 04:55:00,964.94286,287,337.0,86.0,484.53452,737.32689,0.84744,482.95359,737.36227,0.8407,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:00:00,988.68909,287,337.0,86.0,497.05659,752.68973,0.85093,495.98584,753.40547,0.84774,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:05:00,994.47608,287,337.0,86.0,498.79229,753.45234,0.85222,492.77506,749.96237,0.8454,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:10:00,996.20525,287,337.0,86.0,500.97241,757.4116,0.85424,496.4322,753.52138,0.84804,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:15:00,1003.53319,287,337.0,86.0,500.26865,756.68771,0.85176,503.65994,762.78479,0.84997,0.0,0.0,0.0,283.94364,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:20:00,1104.3551,287,337.0,86.0,546.38069,821.39075,0.85822,556.17539,832.48401,0.85834,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:25:00,1079.81501,287,337.0,86.0,537.85001,810.13033,0.85469,546.47155,818.24364,0.85937,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:30:00,1090.26506,287,337.0,86.0,547.19589,819.07522,0.85792,543.10913,814.29024,0.85589,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:35:00,1098.10316,287,337.0,86.0,542.5548,815.94466,0.85752,555.48643,829.30924,0.86155,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:40:00,1084.00792,287,337.0,86.0,543.886,814.76917,0.86308,540.99601,810.97178,0.85746,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:45:00,1091.38782,287.32227,337.0,86.0,548.97578,820.53423,0.86011,540.17218,811.63122,0.85828,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:50:00,1026.51527,288,337.0,86.0,511.85105,774.01185,0.85109,510.94366,771.97928,0.85282,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 05:55:00,980.97164,288,337.0,86.0,488.47977,741.66061,0.84584,490.65104,744.10368,0.84609,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:00:00,992.2462,288,337.0,86.0,497.67287,751.30053,0.85106,495.62701,749.69046,0.85157,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:05:00,1028.37076,288,337.0,86.0,517.83606,780.02987,0.85488,511.96046,772.5689,0.85086,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:10:00,1082.14596,288,337.0,86.0,546.74844,818.2689,0.85851,541.0392,811.10355,0.85749,0.0,0.0,0.0,283.82303,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:15:00,1054.35177,288,337.0,86.0,529.97946,793.7586,0.85623,523.27978,788.21248,0.85291,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:20:00,1049.29361,288,337.0,86.0,523.69179,784.8247,0.8565,529.22189,793.57795,0.85897,0.0,0.0,0.0,283.90802,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:25:00,1065.97136,288,337.0,86.0,526.45449,789.47034,0.85788,540.19242,806.78032,0.86086,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:30:00,1072.11898,288,337.0,86.0,537.67285,802.54909,0.86037,535.3046,802.43933,0.85473,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:35:00,1011.89219,288,337.0,86.0,509.83601,765.49627,0.8552,503.0427,760.99637,0.84846,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:40:00,1010.0179,288,337.0,86.0,504.69954,760.37058,0.85157,505.07718,762.79895,0.85144,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:45:00,1091.97513,288,337.0,86.0,544.68958,813.09004,0.86285,541.37521,811.69454,0.85712,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:50:00,1046.76095,288,337.3101,86.0,523.95786,788.46102,0.85519,525.92035,791.86185,0.85142,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 06:55:00,1065.6725,288,338.0,86.0,535.56832,804.99951,0.85741,531.40387,802.87607,0.84958,0.0,0.0,0.0,283.92826,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:00:00,1065.54227,288,338.0,86.0,535.97688,801.3262,0.85957,528.8492,799.30229,0.85289,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:05:00,1035.47609,288,338.0,86.0,515.39514,771.34676,0.86024,518.87923,786.71432,0.84721,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:10:00,1010.73683,288,338.0,86.0,505.23476,756.76247,0.85891,506.64425,768.70147,0.84598,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:15:00,1052.60047,288,338.0,86.0,526.30387,786.96535,0.85631,527.79074,793.1,0.85417,0.0,0.0,0.0,283.80122,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:20:00,1044.38465,288,338.0,86.0,523.80758,783.7231,0.86054,524.60632,794.41948,0.84736,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:25:00,1025.30892,288,338.0,86.0,504.57329,760.3839,0.85285,518.00141,782.57863,0.84944,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:30:00,1077.21142,288,338.0,86.0,535.76049,802.35409,0.85761,538.73418,809.19622,0.85416,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:35:00,1037.04731,288,338.0,86.0,516.68912,776.61957,0.85241,522.10936,786.8337,0.85526,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:40:00,1002.09083,288.54929,338.0,86.0,498.39701,751.00986,0.85206,501.33245,757.6042,0.85208,0.0,0.0,0.0,283.8,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:45:00,1003.4346,289,338.0,86.0,505.03197,760.41231,0.85402,496.26135,754.0849,0.84875,0.0,0.0,0.0,283.84745,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:50:00,1001.52411,289,338.0,86.0,496.12706,749.49045,0.85246,504.5413,762.34376,0.84999,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 07:55:00,997.35082,289,338.0,86.0,500.86433,754.67928,0.85456,497.84287,754.24658,0.8495,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:00:00,989.00574,289,338.0,86.0,497.23823,751.46026,0.85017,492.1854,748.56534,0.84638,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:05:00,992.44234,289,338.0,86.0,493.37622,746.46468,0.85044,499.00162,755.07778,0.84951,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:10:00,969.88954,289,338.0,86.0,485.09394,737.29049,0.84322,482.7391,737.91168,0.84037,0.0,0.0,0.0,283.90477,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:15:00,992.7448,289,338.0,86.0,493.76389,746.72395,0.84794,500.65637,755.89049,0.85,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:20:00,1002.59957,289,338.0,86.0,501.03803,755.44025,0.85246,500.26849,757.46643,0.84672,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:25:00,983.5975,289,338.0,86.0,489.70802,743.95578,0.84627,492.16137,747.43491,0.84828,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:30:00,977.32154,289,338.0,86.0,489.48577,742.67858,0.84666,487.23078,740.99263,0.84762,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:35:00,984.90322,289,338.0,86.0,491.94593,743.96737,0.84675,490.61375,744.74639,0.84753,0.0,0.0,0.0,283.99843,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:40:00,989.44076,289,338.0,86.0,499.77615,755.15671,0.85257,498.3847,754.8469,0.84675,0.0,0.0,0.0,283.9,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:45:00,991.62923,289,338.0,86.0,495.1623,749.00125,0.85078,493.38893,748.20538,0.84787,0.0,0.0,0.0,283.90807,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:50:00,977.0056,289,338.70125,86.0,486.13683,738.59539,0.84414,493.1873,747.62983,0.84707,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 08:55:00,984.00137,289,339.0,86.0,494.72076,746.93013,0.85137,497.30053,751.82826,0.84626,0.0,0.0,0.0,284.0,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:00:00,989.29771,289,339.0,86.0,495.0907,749.64784,0.84782,493.865,750.5003,0.84573,0.0,0.0,0.0,284.09368,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:05:00,988.57509,289,339.0,86.0,496.97492,752.52536,0.84874,494.66463,751.93608,0.846,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:10:00,974.49598,289,339.0,86.0,488.15144,740.92187,0.84635,489.26481,745.91898,0.8437,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:15:00,978.62599,289,339.0,86.0,491.32077,744.32644,0.84935,486.18285,741.68336,0.84373,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:20:00,987.55352,289,339.0,86.0,495.89229,748.29355,0.85387,492.59407,749.17301,0.84329,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:25:00,989.59936,289,339.0,86.0,490.87856,743.48831,0.84709,494.11012,749.29074,0.84556,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:30:00,984.3955,289,339.0,86.0,493.47784,746.94047,0.85229,491.92883,748.73881,0.84526,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:35:00,970.76834,289,339.0,86.0,481.82843,734.29066,0.84226,486.24694,741.08068,0.84317,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:40:00,807.37475,289,339.0,86.0,399.31344,630.05248,0.81656,404.32094,638.59984,0.81041,0.0,0.0,0.0,284.1,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
2026-01-23 09:45:00,749.47686,289.73202,339.0,86.0,382.08845,605.67184,0.80991,371.17141,600.50499,0.79524,0.0,0.0,0.0,284.03515,57.0,24.0,78.0,21.0,69.0,32.0,0.0,idle,57.4,21.533333333333335
