delta_t,delta_P,N_d,delta_n,Ratio,Variance (%),Total Cost [$],Offline Compute [s]
75.0,290.0,3.0,3.0,9.195402298850574,3.3347670250896058,4353.324093681837,3.3793880636406937
400.0,165.0,15.0,3.0,3.2323232323232323,0.5591397849462365,4055.8454587583633,4.171988854543253
72.0,510.0,2.0,1.0,23.529411764705884,3.4303464755077657,8214.151512851333,4.588535281818952
15.0,965.0,3.0,4.0,2.0725388601036268,4.602150537634408,4516.010084897219,3.071023254540209
75.0,420.0,4.0,2.0,7.142857142857143,3.4846356033452803,4768.586764129163,3.5687624454532685
60.0,440.0,5.0,3.0,3.636363636363636,3.990442054958184,4913.097971407858,3.480723399997012
20.0,720.0,3.0,4.0,2.7777777777777777,1.935483870967742,4255.958893092911,3.217447663633555
27.0,550.0,3.0,4.0,3.636363636363636,2.705854241338112,4316.851334794654,4.210913481816533
40.0,640.0,3.0,2.0,6.25,1.6086021505376344,4341.566977173154,3.0323260272734016
128.0,480.0,5.0,1.0,10.0,1.3817204301075268,5977.522069052886,3.161949445452509
54.0,445.0,6.0,4.0,2.247191011235955,3.655913978494624,4436.13116485709,2.6213970181825887
27.0,940.0,3.0,2.0,4.25531914893617,4.869135802469136,4450.395083297462,3.9305961818185593
50.0,890.0,3.0,1.0,8.98876404494382,1.5913978494623655,4433.26904994263,3.379995500000818
135.0,430.0,4.0,1.0,13.953488372093023,3.636883047922474,4994.719213962342,3.441769509092079
54.0,495.0,3.0,2.0,8.080808080808081,1.2473118279569892,4285.449554283707,3.1678265545461644
20.0,690.0,2.0,3.0,5.797101449275362,0.3297491039426523,4599.634073263055,3.930285800001002
54.0,560.0,4.0,2.0,5.357142857142857,2.5854241338112307,7252.074701063445,3.666415872728314
20.0,855.0,3.0,3.0,3.1189083820662766,0.2838709677419355,5344.702598687488,2.87625111818356
16.0,870.0,2.0,3.0,4.597701149425287,2.853046594982079,5587.989236196924,3.0703282181797973
45.0,645.0,4.0,2.0,4.651162790697675,2.9811230585424133,4599.902746254395,4.641193745455397
32.0,605.0,2.0,2.0,9.917355371900827,2.1146953405017923,6407.067991410425,4.394225654544161
12.0,990.0,2.0,4.0,3.0303030303030303,0.1978494623655914,4547.664207732457,4.351617754548153
108.0,565.0,5.0,1.0,8.495575221238939,1.425726802070888,6812.14026919431,5.990354327271978
